1qu9_opt4_300k_1000sv_-104.4579_inside_map_.pdb,-98.33681590667473
1qu9_opt4_300k_1000sv_-104.458_0_0.pdb,-98.33681590667473
1qu9_opt4_300k_1000sv_-40.1113_224000_0.pdb,-152.73146828391847
1qu9_opt4_300k_1000sv_-40.1327_168000_0.pdb,-154.45348314589617
1qu9_opt4_300k_1000sv_-40.154_157000_0.pdb,-154.37055412123934
1qu9_opt4_300k_1000sv_-40.1753_156000_0.pdb,-154.32008881745315
1qu9_opt4_300k_1000sv_-40.1967_155000_0.pdb,-154.30959777409151
1qu9_opt4_300k_1000sv_-40.218_154000_0.pdb,-154.1443789065518
1qu9_opt4_300k_1000sv_-40.2393_152000_0.pdb,-154.4501065717619
1qu9_opt4_300k_1000sv_-40.3033_151000_0.pdb,-154.3935360226477
1qu9_opt4_300k_1000sv_-40.602_84000_5.07769e-37.pdb,-154.4180292185821
1qu9_opt4_300k_1000sv_-40.6873_83000_1.16846e-36.pdb,-154.06792231245555
1qu9_opt4_300k_1000sv_-40.7086_82000_2.3918e-36.pdb,-153.0822813019517
1qu9_opt4_300k_1000sv_-40.7299_81000_1.37072e-35.pdb,-153.43283001398513
1qu9_opt4_300k_1000sv_-40.7513_77000_6.52526e-34.pdb,-154.1655666312515
1qu9_opt4_300k_1000sv_-40.7726_76000_1.05795e-33.pdb,-154.05546702408424
1qu9_opt4_300k_1000sv_-40.9219_5000_0.0163905.pdb,-151.58002667829865
1qu9_opt4_300k_1000sv_-41.0072_3000_0.102886.pdb,-151.12670499185094
1qu9_opt4_300k_1000sv_-41.6942_2000_0.138624.pdb,-154.30777978562017
1qu9_opt4_300k_1000sv_-44.4503_1000_0.468425.pdb,-150.59985815118685
1qu9_opt4_300k_1000sv_0.0_incenter_.pdb,-49.424663634206304
1qu9_opt4_300k_1000sv_0.0_original_structure_.pdb,-98.33681590667473
1qu9_opt4_300k_1000sv_0.0_reversed_.pdb,-98.33681590667473
1qu9_opt4_300k_1000sv_0.0_simboxcells_.pdb,-49.424663634206304
